Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.03     0.00      996     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int)
  0.00      0.03     0.00      996     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int)
  0.00      0.03     0.00      984     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int)
  0.00      0.03     0.00      984     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int)
  0.00      0.03     0.00      756     0.00     0.00  void std::vector<double*, std::allocator<double*> >::_M_realloc_insert<double* const&>(__gnu_cxx::__normal_iterator<double**, std::vector<double*, std::allocator<double*> > >, double* const&)
  0.00      0.03     0.00      756     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00      0.03     0.00      495     0.00    35.16  NSEOF::FieldIterator<NSEOF::FlowField>::iterate()
  0.00      0.03     0.00      495     0.00     0.00  NSEOF::FlowField::getCellsZ() const
  0.00      0.03     0.00      348     0.00     0.00  NSEOF::UniformMeshsize::getPosX(int, int) const
  0.00      0.03     0.00      341     0.00     0.00  tinyxml2::StrPair::GetStr()
  0.00      0.03     0.00      264     0.00     0.00  NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int)
  0.00      0.03     0.00      246     0.00     0.00  NSEOF::Stencils::MaxUStencil::getMaxValues() const
  0.00      0.03     0.00      224     0.00     0.00  tinyxml2::XMLElement::ToElement()
  0.00      0.03     0.00      165     0.00     0.00  NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate()
  0.00      0.03     0.00      164     0.00     0.00  NSEOF::UniformMeshsize::getDxMin() const
  0.00      0.03     0.00      164     0.00     0.00  NSEOF::UniformMeshsize::getDyMin() const
  0.00      0.03     0.00       85     0.00     0.00  tinyxml2::XMLComment::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.03     0.00       84     0.00     0.00  NSEOF::Stencils::VTKStencil::setFirstCorner_(int, int, int)
  0.00      0.03     0.00       84     0.00     0.00  NSEOF::Stencils::VTKStencil::writePositions_(_IO_FILE*)
  0.00      0.03     0.00       84     0.00     0.00  NSEOF::Stencils::VTKStencil::write(int)
  0.00      0.03     0.00       84     0.00     0.00  NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00       84     0.00     0.00  NSEOF::UniformMeshsize::getDz(int, int, int) const
  0.00      0.03     0.00       82     0.00    35.16  NSEOF::Simulation::setTimeStep()
  0.00      0.03     0.00       82     0.00    18.34  NSEOF::Solvers::PetscSolver::solve()
  0.00      0.03     0.00       82     0.00     0.00  NSEOF::Stencils::MaxUStencil::reset()
  0.00      0.03     0.00       51     0.00     0.00  tinyxml2::XMLNode::DeleteChildren()
  0.00      0.03     0.00       48     0.00     0.00  tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**)
  0.00      0.03     0.00       44     0.00     0.00  tinyxml2::XMLNode::FirstChildElement(char const*) const
  0.00      0.03     0.00       43     0.00     0.00  tinyxml2::XMLAttribute::ParseDeep(char*, bool)
  0.00      0.03     0.00       43     0.00     0.00  tinyxml2::MemPoolT<72>::Free(void*)
  0.00      0.03     0.00       42     0.00     0.00  tinyxml2::XMLNode::~XMLNode()
  0.00      0.03     0.00       41     0.00     0.00  tinyxml2::XMLElement::ParseAttributes(char*)
  0.00      0.03     0.00       41     0.00     0.00  tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.03     0.00       41     0.00     0.00  tinyxml2::XMLElement::~XMLElement()
  0.00      0.03     0.00       41     0.00     0.00  tinyxml2::MemPoolT<104>::SetTracked()
  0.00      0.03     0.00       41     0.00     0.00  tinyxml2::MemPoolT<104>::Free(void*)
  0.00      0.03     0.00       41     0.00     0.00  tinyxml2::XMLElement::FindAttribute(char const*) const
  0.00      0.03     0.00       33     0.00     0.00  tinyxml2::XMLAttribute::QueryDoubleValue(double*) const
  0.00      0.03     0.00       24     0.00     0.00  tinyxml2::XMLNode::ToElement()
  0.00      0.03     0.00       16     0.00     0.00  tinyxml2::XMLText::ToText() const
  0.00      0.03     0.00        8     0.00     0.00  tinyxml2::XMLElement::GetText() const
  0.00      0.03     0.00        7     0.00     0.00  tinyxml2::XMLAttribute::QueryIntValue(int*) const
  0.00      0.03     0.00        6     0.00     0.00  NSEOF::readWall(tinyxml2::XMLElement*, double*, double&)
  0.00      0.03     0.00        4     0.00     0.00  NSEOF::readStringMandatory(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, tinyxml2::XMLElement*)
  0.00      0.03     0.00        4     0.00     0.00  tinyxml2::XMLText::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.03     0.00        4     0.00     0.00  tinyxml2::XMLText::~XMLText()
  0.00      0.03     0.00        4     0.00     0.00  tinyxml2::MemPoolT<96>::SetTracked()
  0.00      0.03     0.00        4     0.00     0.00  tinyxml2::MemPoolT<96>::Free(void*)
  0.00      0.03     0.00        3     0.00     0.00  NSEOF::broadcastString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, ompi_communicator_t* const&, int)
  0.00      0.03     0.00        2     0.00     0.00  NSEOF::ScalarField::ScalarField(int, int)
  0.00      0.03     0.00        2     0.00     0.00  NSEOF::VectorField::VectorField(int, int)
  0.00      0.03     0.00        2     0.00     0.00  tinyxml2::MemPoolT<88>::SetTracked()
  0.00      0.03     0.00        2     0.00     0.00  tinyxml2::MemPoolT<88>::Free(void*)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::IntScalarField::IntScalarField(int, int)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::UniformMeshsize::UniformMeshsize(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::UniformMeshsize::~UniformMeshsize()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::ParallelManagers::PetscParallelConfiguration::computeSizes()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::ParallelManagers::PetscParallelConfiguration::locateNeighbors()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::getGlobalBoundaryFGHIterator(NSEOF::FlowField&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::getGlobalBoundaryVelocityIterator(NSEOF::FlowField&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::GlobalBoundaryFactory(NSEOF::Parameters&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::~GlobalBoundaryFactory()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Solvers::PetscSolver::PetscSolver(NSEOF::FlowField&, NSEOF::Parameters&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Solvers::LinearSolver::LinearSolver(NSEOF::FlowField&, NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Solvers::createLimits(NSEOF::Parameters&, _p_DM*&, int*, int*, int*)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::FGHStencil::FGHStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::RHSStencil::RHSStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::MaxUStencil::MaxUStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::ObstacleStencil::ObstacleStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::VelocityStencil::VelocityStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::BFInputFGHStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::~BFInputFGHStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::BFStepInitStencil::BFStepInitStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::MovingWallFGHStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::~MovingWallFGHStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputVelocityStencil::BFInputVelocityStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputVelocityStencil::~BFInputVelocityStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::MovingWallVelocityStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::~MovingWallVelocityStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::NeumannFGHBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::~NeumannFGHBoundaryStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::PeriodicBoundaryFGHStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::~PeriodicBoundaryFGHStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::NeumannVelocityBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::~NeumannVelocityBoundaryStencil()
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::PeriodicBoundaryVelocityStencil(NSEOF::Parameters const&)
  0.00      0.03     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::~PeriodicBoundaryVelocityStencil()
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLComment::~XMLComment()
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(_IO_FILE*)
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(char const*)
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace)
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLDocument::~XMLDocument()
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::~XMLDeclaration()
  0.00      0.03     0.00        1     0.00     0.00  tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2021 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 33.33% of 0.03 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     86.4    0.01    0.02                 NSEOF::Simulation::solveTimestep() [1]
                0.00    0.01     328/495         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00      82/82          NSEOF::Simulation::setTimeStep() [7]
                0.00    0.00      82/82          NSEOF::Solvers::PetscSolver::solve() [8]
                0.00    0.00      82/165         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [58]
-----------------------------------------------
                0.00    0.00       1/495         NSEOF::Simulation::initializeFlowField() [13]
                0.00    0.00      82/495         NSEOF::Simulation::setTimeStep() [7]
                0.00    0.00      84/495         NSEOF::Simulation::plotVTK(int) [6]
                0.00    0.01     328/495         NSEOF::Simulation::solveTimestep() [1]
[2]     58.0    0.00    0.02     495         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.01    0.00   18942/18942       NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [4]
                0.00    0.00   18942/18942       NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [5]
                0.00    0.00   18942/18942       NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [9]
                0.00    0.00   16800/16800       NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int) [10]
                0.00    0.00   18942/18942       NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int) [33]
                0.00    0.00   18942/18942       NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [32]
                0.00    0.00     495/12597       NSEOF::FlowField::getCellsX() const [35]
                0.00    0.00     495/495         NSEOF::FlowField::getCellsZ() const [52]
                0.00    0.00     495/15067       NSEOF::FlowField::getCellsY() const [34]
                0.00    0.00     264/264         NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int) [55]
-----------------------------------------------
                0.00    0.00   15744/143982      NSEOF::Solvers::computeRHS2D(_p_KSP*, _p_Vec*, void*) [12]
                0.00    0.00   16800/143982      NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int) [11]
                0.00    0.00   18942/143982      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [9]
                0.00    0.00   21648/143982      NSEOF::Solvers::PetscSolver::solve() [8]
                0.00    0.00   70848/143982      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [5]
[3]     33.3    0.01    0.00  143982         NSEOF::ScalarField::getScalar(int, int, int) [3]
-----------------------------------------------
                0.01    0.00   18942/18942       NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
[4]     33.3    0.01    0.00   18942         NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [4]
                0.00    0.00  189420/435780      NSEOF::VectorField::getVector(int, int, int) [22]
                0.00    0.00  170478/251966      NSEOF::FlowField::getVelocity() [25]
                0.00    0.00  170478/299134      NSEOF::UniformMeshsize::getDx(int, int) const [24]
                0.00    0.00  170478/302450      NSEOF::UniformMeshsize::getDy(int, int) const [23]
                0.00    0.00   18942/133906      NSEOF::FlowField::getFGH() [26]
-----------------------------------------------
                0.00    0.00   18942/18942       NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
[5]     16.4    0.00    0.00   18942         NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [5]
                0.00    0.00   70848/143982      NSEOF::ScalarField::getScalar(int, int, int) [3]
                0.00    0.00   70848/435780      NSEOF::VectorField::getVector(int, int, int) [22]
                0.00    0.00   70848/70930       NSEOF::FlowField::getPressure() [28]
                0.00    0.00   35424/299134      NSEOF::UniformMeshsize::getDx(int, int) const [24]
                0.00    0.00   35424/133906      NSEOF::FlowField::getFGH() [26]
                0.00    0.00   35424/302450      NSEOF::UniformMeshsize::getDy(int, int) const [23]
                0.00    0.00   18942/38313       NSEOF::FlowField::getFlags() [29]
                0.00    0.00   18942/70959       NSEOF::IntScalarField::getValue(int, int, int) [27]
                0.00    0.00   18942/251966      NSEOF::FlowField::getVelocity() [25]
-----------------------------------------------
                                                 <spontaneous>
[6]      9.8    0.00    0.00                 NSEOF::Simulation::plotVTK(int) [6]
                0.00    0.00      84/495         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00      84/84          NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&) [65]
                0.00    0.00      84/84          NSEOF::Stencils::VTKStencil::write(int) [64]
-----------------------------------------------
                0.00    0.00      82/82          NSEOF::Simulation::solveTimestep() [1]
[7]      9.6    0.00    0.00      82         NSEOF::Simulation::setTimeStep() [7]
                0.00    0.00      82/495         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00     246/246         NSEOF::Stencils::MaxUStencil::getMaxValues() const [56]
                0.00    0.00     164/164         NSEOF::UniformMeshsize::getDxMin() const [59]
                0.00    0.00     164/164         NSEOF::UniformMeshsize::getDyMin() const [60]
                0.00    0.00      82/82          NSEOF::Stencils::MaxUStencil::reset() [67]
                0.00    0.00      82/165         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [58]
-----------------------------------------------
                0.00    0.00      82/82          NSEOF::Simulation::solveTimestep() [1]
[8]      5.0    0.00    0.00      82         NSEOF::Solvers::PetscSolver::solve() [8]
                0.00    0.00   21648/143982      NSEOF::ScalarField::getScalar(int, int, int) [3]
                0.00    0.00      82/70930       NSEOF::FlowField::getPressure() [28]
-----------------------------------------------
                0.00    0.00   18942/18942       NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
[9]      4.4    0.00    0.00   18942         NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [9]
                0.00    0.00   18942/143982      NSEOF::ScalarField::getScalar(int, int, int) [3]
                0.00    0.00   75768/133906      NSEOF::FlowField::getFGH() [26]
                0.00    0.00   75768/435780      NSEOF::VectorField::getVector(int, int, int) [22]
                0.00    0.00   18942/299134      NSEOF::UniformMeshsize::getDx(int, int) const [24]
                0.00    0.00   18942/302450      NSEOF::UniformMeshsize::getDy(int, int) const [23]
                0.00    0.00   18942/19024       NSEOF::FlowField::getRHS() [31]
-----------------------------------------------
                0.00    0.00   16800/16800       NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
[10]     3.9    0.00    0.00   16800         NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int) [10]
                0.00    0.00   16800/16800       NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int) [11]
                0.00    0.00     756/756         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [51]
                0.00    0.00     756/756         void std::vector<double*, std::allocator<double*> >::_M_realloc_insert<double* const&>(__gnu_cxx::__normal_iterator<double**, std::vector<double*, std::allocator<double*> > >, double* const&) [50]
                0.00    0.00      84/84          NSEOF::Stencils::VTKStencil::setFirstCorner_(int, int, int) [62]
-----------------------------------------------
                0.00    0.00   16800/16800       NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int) [10]
[11]     3.9    0.00    0.00   16800         NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int) [11]
                0.00    0.00   16800/143982      NSEOF::ScalarField::getScalar(int, int, int) [3]
                0.00    0.00   50400/435780      NSEOF::VectorField::getVector(int, int, int) [22]
-----------------------------------------------
                                                 <spontaneous>
[12]     3.6    0.00    0.00                 NSEOF::Solvers::computeRHS2D(_p_KSP*, _p_Vec*, void*) [12]
                0.00    0.00   15744/143982      NSEOF::ScalarField::getScalar(int, int, int) [3]
                0.00    0.00   16400/70959       NSEOF::IntScalarField::getValue(int, int, int) [27]
                0.00    0.00      82/19024       NSEOF::FlowField::getRHS() [31]
                0.00    0.00      82/38313       NSEOF::FlowField::getFlags() [29]
-----------------------------------------------
                                                 <spontaneous>
[13]     0.1    0.00    0.00                 NSEOF::Simulation::initializeFlowField() [13]
                0.00    0.00       1/495         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00       1/1           NSEOF::Stencils::BFStepInitStencil::BFStepInitStencil(NSEOF::Parameters const&) [115]
                0.00    0.00       1/165         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [58]
-----------------------------------------------
[14]     0.0    0.00    0.00      18+81      <cycle 1 as a whole> [14]
                0.00    0.00      51             tinyxml2::XMLNode::DeleteChildren() <cycle 1> [68]
                0.00    0.00      42             tinyxml2::XMLNode::~XMLNode() <cycle 1> [73]
                0.00    0.00       4             tinyxml2::XMLText::~XMLText() <cycle 1> [88]
                0.00    0.00       1             tinyxml2::XMLDeclaration::~XMLDeclaration() <cycle 1> [136]
                0.00    0.00       1             tinyxml2::XMLComment::~XMLComment() <cycle 1> [130]
-----------------------------------------------
                0.00    0.00     984/435780      NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int) [49]
                0.00    0.00     984/435780      NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int) [48]
                0.00    0.00    1066/435780      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [44]
                0.00    0.00    1066/435780      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int) [45]
                0.00    0.00    1804/435780      NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int) [41]
                0.00    0.00    1886/435780      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyLeftWall(NSEOF::FlowField&, int, int) [37]
                0.00    0.00    1886/435780      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyRightWall(NSEOF::FlowField&, int, int) [38]
                0.00    0.00    1968/435780      NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int) [33]
                0.00    0.00    2988/435780      NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int) [47]
                0.00    0.00    2988/435780      NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int) [46]
                0.00    0.00    5478/435780      NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int) [39]
                0.00    0.00    7304/435780      NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int) [40]
                0.00    0.00   18942/435780      NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [32]
                0.00    0.00   50400/435780      NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int) [11]
                0.00    0.00   70848/435780      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [5]
                0.00    0.00   75768/435780      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [9]
                0.00    0.00  189420/435780      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [4]
[22]     0.0    0.00    0.00  435780         NSEOF::VectorField::getVector(int, int, int) [22]
-----------------------------------------------
                0.00    0.00      14/302450      NSEOF::Stencils::BFInputVelocityStencil::BFInputVelocityStencil(NSEOF::Parameters const&) [118]
                0.00    0.00     492/302450      NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int) [33]
                0.00    0.00     792/302450      NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int) [55]
                0.00    0.00    1066/302450      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [44]
                0.00    0.00    1066/302450      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int) [45]
                0.00    0.00    1804/302450      NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int) [41]
                0.00    0.00    1826/302450      NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int) [39]
