Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.15     0.00    20332     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyLeftWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    20332     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyFrontWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    20332     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyRightWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    18216     0.00     0.02  NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    18216     0.00     0.02  NSEOF::Stencils::MovingWallVelocityStencil::applyBackWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    18216     0.00     0.02  NSEOF::Stencils::MovingWallVelocityStencil::applyFrontWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    18216     0.00     0.02  NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    17952     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    17952     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyBackWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    17952     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyFrontWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    17952     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::applyFrontWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    11492     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00    11492     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00     9936     0.00     0.02  NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00     9936     0.00     0.02  NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00     9792     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00     9792     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00     3238     0.00     0.00  NSEOF::UniformMeshsize::getPosX(int, int, int) const
  0.00      0.15     0.00     3168     0.00     0.00  NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int, int)
  0.00      0.15     0.00      840     0.00     0.00  void std::vector<double*, std::allocator<double*> >::_M_realloc_insert<double* const&>(__gnu_cxx::__normal_iterator<double**, std::vector<double*, std::allocator<double*> > >, double* const&)
  0.00      0.15     0.00      840     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00      0.15     0.00      411     0.00   292.98  NSEOF::FieldIterator<NSEOF::FlowField>::iterate()
  0.00      0.15     0.00      334     0.00     0.00  tinyxml2::StrPair::GetStr()
  0.00      0.15     0.00      220     0.00     0.00  tinyxml2::XMLElement::ToElement()
  0.00      0.15     0.00      204     0.00     0.00  NSEOF::Stencils::MaxUStencil::getMaxValues() const
  0.00      0.15     0.00      137     0.00    47.75  NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate()
  0.00      0.15     0.00      136     0.00     0.00  NSEOF::UniformMeshsize::getDxMin() const
  0.00      0.15     0.00      136     0.00     0.00  NSEOF::UniformMeshsize::getDyMin() const
  0.00      0.15     0.00      136     0.00     0.00  NSEOF::UniformMeshsize::getDzMin() const
  0.00      0.15     0.00       82     0.00     0.00  tinyxml2::XMLComment::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.15     0.00       70     0.00     0.00  NSEOF::Stencils::VTKStencil::setFirstCorner_(int, int, int)
  0.00      0.15     0.00       70     0.00     4.19  NSEOF::Stencils::VTKStencil::writePositions_(_IO_FILE*)
  0.00      0.15     0.00       70     0.00     0.00  NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00       68     0.00   340.73  NSEOF::Simulation::setTimeStep()
  0.00      0.15     0.00       68     0.00    18.62  NSEOF::Solvers::PetscSolver::solve()
  0.00      0.15     0.00       68     0.00     0.00  NSEOF::Stencils::MaxUStencil::reset()
  0.00      0.15     0.00       50     0.00     0.00  tinyxml2::XMLNode::DeleteChildren()
  0.00      0.15     0.00       47     0.00     0.00  tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**)
  0.00      0.15     0.00       44     0.00     0.00  tinyxml2::XMLNode::FirstChildElement(char const*) const
  0.00      0.15     0.00       41     0.00     0.00  tinyxml2::XMLAttribute::ParseDeep(char*, bool)
  0.00      0.15     0.00       41     0.00     0.00  tinyxml2::XMLNode::~XMLNode()
  0.00      0.15     0.00       41     0.00     0.00  tinyxml2::MemPoolT<72>::Free(void*)
  0.00      0.15     0.00       40     0.00     0.00  tinyxml2::XMLElement::ParseAttributes(char*)
  0.00      0.15     0.00       40     0.00     0.00  tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.15     0.00       40     0.00     0.00  tinyxml2::XMLElement::~XMLElement()
  0.00      0.15     0.00       40     0.00     0.00  tinyxml2::MemPoolT<104>::SetTracked()
  0.00      0.15     0.00       40     0.00     0.00  tinyxml2::MemPoolT<104>::Free(void*)
  0.00      0.15     0.00       39     0.00     0.00  tinyxml2::XMLElement::FindAttribute(char const*) const
  0.00      0.15     0.00       31     0.00     0.00  tinyxml2::XMLAttribute::QueryDoubleValue(double*) const
  0.00      0.15     0.00       24     0.00     0.00  tinyxml2::XMLNode::ToElement()
  0.00      0.15     0.00       16     0.00     0.00  tinyxml2::XMLText::ToText() const
  0.00      0.15     0.00        8     0.00     0.00  tinyxml2::XMLElement::GetText() const
  0.00      0.15     0.00        7     0.00     0.00  tinyxml2::XMLAttribute::QueryIntValue(int*) const
  0.00      0.15     0.00        6     0.00     0.00  NSEOF::readWall(tinyxml2::XMLElement*, double*, double&)
  0.00      0.15     0.00        4     0.00     0.00  NSEOF::readStringMandatory(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, tinyxml2::XMLElement*)
  0.00      0.15     0.00        4     0.00     0.00  tinyxml2::XMLText::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.15     0.00        4     0.00     0.00  tinyxml2::XMLText::~XMLText()
  0.00      0.15     0.00        4     0.00     0.00  tinyxml2::MemPoolT<96>::SetTracked()
  0.00      0.15     0.00        4     0.00     0.00  tinyxml2::MemPoolT<96>::Free(void*)
  0.00      0.15     0.00        3     0.00     0.00  NSEOF::broadcastString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, ompi_communicator_t* const&, int)
  0.00      0.15     0.00        2     0.00     0.00  NSEOF::ScalarField::ScalarField(int, int, int)
  0.00      0.15     0.00        2     0.00     0.00  NSEOF::VectorField::VectorField(int, int, int)
  0.00      0.15     0.00        2     0.00     0.00  tinyxml2::MemPoolT<88>::SetTracked()
  0.00      0.15     0.00        2     0.00     0.00  tinyxml2::MemPoolT<88>::Free(void*)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::IntScalarField::IntScalarField(int, int, int)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::UniformMeshsize::UniformMeshsize(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::UniformMeshsize::~UniformMeshsize()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::ParallelManagers::PetscParallelConfiguration::computeSizes()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::ParallelManagers::PetscParallelConfiguration::locateNeighbors()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::getGlobalBoundaryFGHIterator(NSEOF::FlowField&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::getGlobalBoundaryVelocityIterator(NSEOF::FlowField&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::GlobalBoundaryFactory(NSEOF::Parameters&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::~GlobalBoundaryFactory()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Solvers::PetscSolver::PetscSolver(NSEOF::FlowField&, NSEOF::Parameters&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Solvers::LinearSolver::LinearSolver(NSEOF::FlowField&, NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Solvers::createLimits(NSEOF::Parameters&, _p_DM*&, int*, int*, int*)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::FGHStencil::FGHStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::RHSStencil::RHSStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::MaxUStencil::MaxUStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::ObstacleStencil::ObstacleStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::VelocityStencil::VelocityStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::BFInputFGHStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::~BFInputFGHStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::BFStepInitStencil::BFStepInitStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::MovingWallFGHStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::~MovingWallFGHStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputVelocityStencil::BFInputVelocityStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputVelocityStencil::~BFInputVelocityStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::MovingWallVelocityStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::~MovingWallVelocityStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::NeumannFGHBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::~NeumannFGHBoundaryStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::PeriodicBoundaryFGHStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::~PeriodicBoundaryFGHStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::NeumannVelocityBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::~NeumannVelocityBoundaryStencil()
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::PeriodicBoundaryVelocityStencil(NSEOF::Parameters const&)
  0.00      0.15     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::~PeriodicBoundaryVelocityStencil()
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLComment::~XMLComment()
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(_IO_FILE*)
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(char const*)
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace)
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLDocument::~XMLDocument()
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::~XMLDeclaration()
  0.00      0.15     0.00        1     0.00     0.00  tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2021 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 6.67% of 0.15 seconds

index % time    self  children    called     name
                0.00    0.00       1/411         NSEOF::Simulation::initializeFlowField() [24]
                0.00    0.02      68/411         NSEOF::Simulation::setTimeStep() [5]
                0.00    0.02      70/411         NSEOF::Simulation::plotVTK(int) [4]
                0.00    0.08     272/411         NSEOF::Simulation::solveTimestep() [2]
[1]     80.3    0.00    0.12     411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.06    0.03  172788/172788      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
                0.01    0.00  172788/172788      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int, int) [8]
                0.00    0.01  172788/172788      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.01    0.00  172788/277100      NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [9]
                0.00    0.00  140000/140000      NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int, int) [15]
                0.00    0.00  172788/172788      NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int, int) [25]
                0.00    0.00    3168/3168        NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int, int) [34]
                0.00    0.00  172788/172788      NSEOF::Stencils::MaxUStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [52]
                0.00    0.00     411/67843       NSEOF::FlowField::getCellsX() const [54]
                0.00    0.00     411/246563      NSEOF::FlowField::getCellsZ() const [49]
                0.00    0.00     411/159253      NSEOF::FlowField::getCellsY() const [53]
-----------------------------------------------
                                                 <spontaneous>
[2]     71.6    0.00    0.11                 NSEOF::Simulation::solveTimestep() [2]
                0.00    0.08     272/411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.00    0.02      68/68          NSEOF::Simulation::setTimeStep() [5]
                0.00    0.00      68/137         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [14]
                0.00    0.00      68/68          NSEOF::Solvers::PetscSolver::solve() [17]
-----------------------------------------------
                0.06    0.03  172788/172788      NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
[3]     58.3    0.06    0.03  172788         NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
                0.01    0.00 4838064/8303956     NSEOF::VectorField::getVector(int, int, int) [7]
                0.01    0.00 4665276/5769848     NSEOF::FlowField::getVelocity() [11]
                0.01    0.00 4665276/6062114     NSEOF::UniformMeshsize::getDx(int, int, int) const [10]
                0.00    0.00 4665276/5936588     NSEOF::UniformMeshsize::getDy(int, int, int) const [43]
                0.00    0.00 4665276/5911678     NSEOF::UniformMeshsize::getDz(int, int, int) const [44]
                0.00    0.00  172788/521669      NSEOF::FlowField::getFlags() [48]
                0.00    0.00  172788/792364      NSEOF::IntScalarField::getValue(int, int, int) [47]
                0.00    0.00  172788/1801320     NSEOF::FlowField::getFGH() [45]
                0.00    0.00  172788/172788      NSEOF::Stencils::computeH3D(double const*, double const*, NSEOF::Parameters const&, double) [51]
-----------------------------------------------
                                                 <spontaneous>
[4]     27.2    0.00    0.04                 NSEOF::Simulation::plotVTK(int) [4]
                0.00    0.02      70/411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.02    0.00      70/70          NSEOF::Stencils::VTKStencil::write(int) [6]
                0.00    0.00      70/70          NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&) [76]
-----------------------------------------------
                0.00    0.02      68/68          NSEOF::Simulation::solveTimestep() [2]
[5]     15.4    0.00    0.02      68         NSEOF::Simulation::setTimeStep() [5]
                0.00    0.02      68/411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.00    0.00      68/137         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [14]
                0.00    0.00     204/204         NSEOF::Stencils::MaxUStencil::getMaxValues() const [70]
                0.00    0.00     136/136         NSEOF::UniformMeshsize::getDxMin() const [71]
                0.00    0.00     136/136         NSEOF::UniformMeshsize::getDyMin() const [72]
                0.00    0.00     136/136         NSEOF::UniformMeshsize::getDzMin() const [73]
                0.00    0.00      68/68          NSEOF::Stencils::MaxUStencil::reset() [77]
-----------------------------------------------
                0.02    0.00      70/70          NSEOF::Simulation::plotVTK(int) [4]
[6]     13.5    0.02    0.00      70         NSEOF::Stencils::VTKStencil::write(int) [6]
                0.00    0.00      70/70          NSEOF::Stencils::VTKStencil::writePositions_(_IO_FILE*) [26]
-----------------------------------------------
                0.00    0.00    9792/8303956     NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int, int) [33]
                0.00    0.00    9792/8303956     NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int, int) [32]
                0.00    0.00   17952/8303956     NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int, int) [29]
                0.00    0.00   17952/8303956     NSEOF::Stencils::MovingWallFGHStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [31]
                0.00    0.00   17952/8303956     NSEOF::Stencils::MovingWallFGHStencil::applyBackWall(NSEOF::FlowField&, int, int, int) [30]
                0.00    0.00   49680/8303956     NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int, int) [28]
                0.00    0.00   49680/8303956     NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int, int) [27]
                0.00    0.00   91080/8303956     NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int, int) [21]
                0.00    0.00   91080/8303956     NSEOF::Stencils::MovingWallVelocityStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [23]
                0.00    0.00   91080/8303956     NSEOF::Stencils::MovingWallVelocityStencil::applyBackWall(NSEOF::FlowField&, int, int, int) [22]
                0.00    0.00  109296/8303956     NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int, int) [20]
                0.00    0.00  277100/8303956     NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [9]
                0.00    0.00  560000/8303956     NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int, int) [16]
                0.00    0.00 1036728/8303956     NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int, int) [8]
                0.00    0.00 1036728/8303956     NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.01    0.00 4838064/8303956     NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
[7]     13.3    0.02    0.00 8303956         NSEOF::VectorField::getVector(int, int, int) [7]
-----------------------------------------------
                0.01    0.00  172788/172788      NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
[8]      9.2    0.01    0.00  172788         NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int, int) [8]
                0.00    0.00 1036728/8303956     NSEOF::VectorField::getVector(int, int, int) [7]
                0.00    0.00  172788/1700940     NSEOF::ScalarField::getScalar(int, int, int) [12]
                0.00    0.00  172788/6062114     NSEOF::UniformMeshsize::getDx(int, int, int) const [10]
                0.00    0.00 1036728/1801320     NSEOF::FlowField::getFGH() [45]
                0.00    0.00  172788/5936588     NSEOF::UniformMeshsize::getDy(int, int, int) const [43]
                0.00    0.00  172788/5911678     NSEOF::UniformMeshsize::getDz(int, int, int) const [44]
                0.00    0.00  172788/172856      NSEOF::FlowField::getRHS() [50]
-----------------------------------------------
                0.00    0.00  104312/277100      NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [14]
                0.01    0.00  172788/277100      NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
[9]      7.7    0.01    0.00  277100         NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [9]
                0.00    0.00  277100/8303956     NSEOF::VectorField::getVector(int, int, int) [7]
                0.00    0.00  277100/5769848     NSEOF::FlowField::getVelocity() [11]
                0.00    0.00  277100/6062114     NSEOF::UniformMeshsize::getDx(int, int, int) const [10]
                0.00    0.00  277100/5936588     NSEOF::UniformMeshsize::getDy(int, int, int) const [43]
                0.00    0.00  277100/5911678     NSEOF::UniformMeshsize::getDz(int, int, int) const [44]
-----------------------------------------------
                0.00    0.00    9504/6062114     NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int, int) [34]
                0.00    0.00  172788/6062114     NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int, int) [8]
                0.00    0.00  177870/6062114     NSEOF::Stencils::VTKStencil::writePositions_(_IO_FILE*) [26]
                0.00    0.00  277100/6062114     NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [9]
                0.00    0.00  345576/6062114     NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.00    0.00  414000/6062114     NSEOF::Solvers::computeMatrix3D(_p_KSP*, _p_Mat*, _p_Mat*, void*) [19]
                0.01    0.00 4665276/6062114     NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
[10]     6.7    0.01    0.00 6062114         NSEOF::UniformMeshsize::getDx(int, int, int) const [10]
-----------------------------------------------
                0.00    0.00   49680/5769848     NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int, int) [28]
                0.00    0.00   49680/5769848     NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int, int) [27]
                0.00    0.00   91080/5769848     NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int, int) [21]
                0.00    0.00   91080/5769848     NSEOF::Stencils::MovingWallVelocityStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [23]
                0.00    0.00   91080/5769848     NSEOF::Stencils::MovingWallVelocityStencil::applyBackWall(NSEOF::FlowField&, int, int, int) [22]
                0.00    0.00  109296/5769848     NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int, int) [20]
                0.00    0.00  172788/5769848     NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int, int) [25]
                0.00    0.00  172788/5769848     NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.00    0.00  277100/5769848     NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [9]
                0.01    0.00 4665276/5769848     NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
[11]     6.7    0.01    0.00 5769848         NSEOF::FlowField::getVelocity() [11]
-----------------------------------------------
