Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.12     0.00    17952     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyBackWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00    17952     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyFrontWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00    17952     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::applyFrontWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00    11492     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00    11492     0.00     0.00  non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00     9936     0.00     0.03  NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00     9936     0.00     0.03  NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00     9792     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00     9792     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00     3238     0.00     0.00  NSEOF::UniformMeshsize::getPosX(int, int, int) const
  0.00      0.12     0.00     3168     0.00     0.00  NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int, int)
  0.00      0.12     0.00      840     0.00     0.00  void std::vector<double*, std::allocator<double*> >::_M_realloc_insert<double* const&>(__gnu_cxx::__normal_iterator<double**, std::vector<double*, std::allocator<double*> > >, double* const&)
  0.00      0.12     0.00      840     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  0.00      0.12     0.00      341     0.00     0.00  tinyxml2::StrPair::GetStr()
  0.00      0.12     0.00      224     0.00     0.00  tinyxml2::XMLElement::ToElement()
  0.00      0.12     0.00      204     0.00     0.00  NSEOF::Stencils::MaxUStencil::getMaxValues() const
  0.00      0.12     0.00      137     0.00    27.79  NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate()
  0.00      0.12     0.00      136     0.00     0.00  NSEOF::UniformMeshsize::getDxMin() const
  0.00      0.12     0.00      136     0.00     0.00  NSEOF::UniformMeshsize::getDyMin() const
  0.00      0.12     0.00      136     0.00     0.00  NSEOF::UniformMeshsize::getDzMin() const
  0.00      0.12     0.00       85     0.00     0.00  tinyxml2::XMLComment::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.12     0.00       70     0.00     0.00  NSEOF::Stencils::VTKStencil::setFirstCorner_(int, int, int)
  0.00      0.12     0.00       70     0.00     0.00  NSEOF::Stencils::VTKStencil::writePositions_(_IO_FILE*)
  0.00      0.12     0.00       70     0.00     0.00  NSEOF::Stencils::VTKStencil::write(int)
  0.00      0.12     0.00       70     0.00     0.00  NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00       68     0.00   302.10  NSEOF::Simulation::setTimeStep()
  0.00      0.12     0.00       68     0.00     0.00  NSEOF::Solvers::PetscSolver::solve()
  0.00      0.12     0.00       68     0.00     0.00  NSEOF::Stencils::MaxUStencil::reset()
  0.00      0.12     0.00       51     0.00     0.00  tinyxml2::XMLNode::DeleteChildren()
  0.00      0.12     0.00       48     0.00     0.00  tinyxml2::XMLDocument::Identify(char*, tinyxml2::XMLNode**)
  0.00      0.12     0.00       44     0.00     0.00  tinyxml2::XMLNode::FirstChildElement(char const*) const
  0.00      0.12     0.00       43     0.00     0.00  tinyxml2::XMLAttribute::ParseDeep(char*, bool)
  0.00      0.12     0.00       43     0.00     0.00  tinyxml2::MemPoolT<72>::Free(void*)
  0.00      0.12     0.00       42     0.00     0.00  tinyxml2::XMLNode::~XMLNode()
  0.00      0.12     0.00       41     0.00     0.00  tinyxml2::XMLElement::ParseAttributes(char*)
  0.00      0.12     0.00       41     0.00     0.00  tinyxml2::XMLElement::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.12     0.00       41     0.00     0.00  tinyxml2::XMLElement::~XMLElement()
  0.00      0.12     0.00       41     0.00     0.00  tinyxml2::MemPoolT<104>::SetTracked()
  0.00      0.12     0.00       41     0.00     0.00  tinyxml2::MemPoolT<104>::Free(void*)
  0.00      0.12     0.00       41     0.00     0.00  tinyxml2::XMLElement::FindAttribute(char const*) const
  0.00      0.12     0.00       33     0.00     0.00  tinyxml2::XMLAttribute::QueryDoubleValue(double*) const
  0.00      0.12     0.00       24     0.00     0.00  tinyxml2::XMLNode::ToElement()
  0.00      0.12     0.00       16     0.00     0.00  tinyxml2::XMLText::ToText() const
  0.00      0.12     0.00        8     0.00     0.00  tinyxml2::XMLElement::GetText() const
  0.00      0.12     0.00        7     0.00     0.00  tinyxml2::XMLAttribute::QueryIntValue(int*) const
  0.00      0.12     0.00        6     0.00     0.00  NSEOF::readWall(tinyxml2::XMLElement*, double*, double&)
  0.00      0.12     0.00        4     0.00     0.00  NSEOF::readStringMandatory(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, tinyxml2::XMLElement*)
  0.00      0.12     0.00        4     0.00     0.00  tinyxml2::XMLText::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.12     0.00        4     0.00     0.00  tinyxml2::XMLText::~XMLText()
  0.00      0.12     0.00        4     0.00     0.00  tinyxml2::MemPoolT<96>::SetTracked()
  0.00      0.12     0.00        4     0.00     0.00  tinyxml2::MemPoolT<96>::Free(void*)
  0.00      0.12     0.00        3     0.00     0.00  NSEOF::broadcastString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, ompi_communicator_t* const&, int)
  0.00      0.12     0.00        2     0.00     0.00  NSEOF::ScalarField::ScalarField(int, int, int)
  0.00      0.12     0.00        2     0.00     0.00  NSEOF::VectorField::VectorField(int, int, int)
  0.00      0.12     0.00        2     0.00     0.00  tinyxml2::MemPoolT<88>::SetTracked()
  0.00      0.12     0.00        2     0.00     0.00  tinyxml2::MemPoolT<88>::Free(void*)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::IntScalarField::IntScalarField(int, int, int)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::UniformMeshsize::UniformMeshsize(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::UniformMeshsize::~UniformMeshsize()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::ParallelManagers::PetscParallelConfiguration::computeSizes()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::ParallelManagers::PetscParallelConfiguration::locateNeighbors()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::getGlobalBoundaryFGHIterator(NSEOF::FlowField&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::getGlobalBoundaryVelocityIterator(NSEOF::FlowField&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::GlobalBoundaryFactory(NSEOF::Parameters&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::GlobalBoundaryFactory::~GlobalBoundaryFactory()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Solvers::PetscSolver::PetscSolver(NSEOF::FlowField&, NSEOF::Parameters&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Solvers::LinearSolver::LinearSolver(NSEOF::FlowField&, NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Solvers::createLimits(NSEOF::Parameters&, _p_DM*&, int*, int*, int*)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::FGHStencil::FGHStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::RHSStencil::RHSStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::MaxUStencil::MaxUStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::ObstacleStencil::ObstacleStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::VelocityStencil::VelocityStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::BFInputFGHStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputFGHStencil::~BFInputFGHStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::BFStepInitStencil::BFStepInitStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::MovingWallFGHStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallFGHStencil::~MovingWallFGHStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputVelocityStencil::BFInputVelocityStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::BFInputVelocityStencil::~BFInputVelocityStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::MovingWallVelocityStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::MovingWallVelocityStencil::~MovingWallVelocityStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::NeumannFGHBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannFGHBoundaryStencil::~NeumannFGHBoundaryStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::PeriodicBoundaryFGHStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::~PeriodicBoundaryFGHStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::NeumannVelocityBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::~NeumannVelocityBoundaryStencil()
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::PeriodicBoundaryVelocityStencil(NSEOF::Parameters const&)
  0.00      0.12     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::~PeriodicBoundaryVelocityStencil()
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLComment::~XMLComment()
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(_IO_FILE*)
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(char const*)
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace)
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLDocument::~XMLDocument()
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::~XMLDeclaration()
  0.00      0.12     0.00        1     0.00     0.00  tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2021 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 8.33% of 0.12 seconds

index % time    self  children    called     name
                0.00    0.00       1/411         NSEOF::Simulation::initializeFlowField() [25]
                0.00    0.02      68/411         NSEOF::Simulation::setTimeStep() [4]
                0.00    0.02      70/411         NSEOF::Simulation::plotVTK(int) [7]
                0.01    0.07     272/411         NSEOF::Simulation::solveTimestep() [2]
[1]     93.9    0.01    0.10     411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.04    0.04  172788/172788      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
                0.01    0.00  140000/140000      NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int, int) [8]
                0.00    0.01  172788/172788      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [11]
                0.00    0.00  172788/172788      NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.00    0.00  172788/172788      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int, int) [14]
                0.00    0.00  172788/277100      NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [17]
                0.00    0.00    3168/3168        NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int, int) [31]
                0.00    0.00  172788/172788      NSEOF::Stencils::MaxUStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [49]
                0.00    0.00     411/67843       NSEOF::FlowField::getCellsX() const [51]
                0.00    0.00     411/246563      NSEOF::FlowField::getCellsZ() const [47]
                0.00    0.00     411/159253      NSEOF::FlowField::getCellsY() const [50]
-----------------------------------------------
                                                 <spontaneous>
[2]     80.9    0.00    0.10                 NSEOF::Simulation::solveTimestep() [2]
                0.01    0.07     272/411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.00    0.02      68/68          NSEOF::Simulation::setTimeStep() [4]
                0.00    0.00      68/137         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [12]
                0.00    0.00      68/68          NSEOF::Solvers::PetscSolver::solve() [76]
-----------------------------------------------
                0.04    0.04  172788/172788      NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
[3]     66.3    0.04    0.04  172788         NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
                0.02    0.00 4362336/5466908     NSEOF::FlowField::getVelocity() [5]
                0.01    0.00 4535124/7933696     NSEOF::VectorField::getVector(int, int, int) [6]
                0.01    0.00  161568/161568      NSEOF::Stencils::computeH3D(double const*, double const*, NSEOF::Parameters const&, double) [10]
                0.00    0.00  172788/793480      NSEOF::IntScalarField::getValue(int, int, int) [9]
                0.00    0.00 4362336/5720414     NSEOF::UniformMeshsize::getDx(int, int, int) const [40]
                0.00    0.00 4362336/5594896     NSEOF::UniformMeshsize::getDy(int, int, int) const [41]
                0.00    0.00 4362336/5569978     NSEOF::UniformMeshsize::getDz(int, int, int) const [42]
                0.00    0.00  172788/521669      NSEOF::FlowField::getFlags() [46]
                0.00    0.00  172788/1767660     NSEOF::FlowField::getFGH() [43]
-----------------------------------------------
                0.00    0.02      68/68          NSEOF::Simulation::solveTimestep() [2]
[4]     17.1    0.00    0.02      68         NSEOF::Simulation::setTimeStep() [4]
                0.00    0.02      68/411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.00    0.00      68/137         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [12]
                0.00    0.00     204/204         NSEOF::Stencils::MaxUStencil::getMaxValues() const [67]
                0.00    0.00     136/136         NSEOF::UniformMeshsize::getDxMin() const [68]
                0.00    0.00     136/136         NSEOF::UniformMeshsize::getDyMin() const [69]
                0.00    0.00     136/136         NSEOF::UniformMeshsize::getDzMin() const [70]
                0.00    0.00      68/68          NSEOF::Stencils::MaxUStencil::reset() [77]
-----------------------------------------------
                0.00    0.00   49680/5466908     NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int, int) [24]
                0.00    0.00   49680/5466908     NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int, int) [23]
                0.00    0.00   91080/5466908     NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int, int) [20]
                0.00    0.00   91080/5466908     NSEOF::Stencils::MovingWallVelocityStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [22]
                0.00    0.00   91080/5466908     NSEOF::Stencils::MovingWallVelocityStencil::applyBackWall(NSEOF::FlowField&, int, int, int) [21]
                0.00    0.00  109296/5466908     NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int, int) [19]
                0.00    0.00  172788/5466908     NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.00    0.00  172788/5466908     NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [11]
                0.00    0.00  277100/5466908     NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [17]
                0.02    0.00 4362336/5466908     NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
[5]     16.7    0.02    0.00 5466908         NSEOF::FlowField::getVelocity() [5]
-----------------------------------------------
                0.00    0.00    9792/7933696     NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int, int) [30]
                0.00    0.00    9792/7933696     NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int, int) [29]
                0.00    0.00   17952/7933696     NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int, int) [26]
                0.00    0.00   17952/7933696     NSEOF::Stencils::MovingWallFGHStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [28]
                0.00    0.00   17952/7933696     NSEOF::Stencils::MovingWallFGHStencil::applyBackWall(NSEOF::FlowField&, int, int, int) [27]
                0.00    0.00   49680/7933696     NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int, int) [24]
                0.00    0.00   49680/7933696     NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int, int) [23]
                0.00    0.00   91080/7933696     NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int, int) [20]
                0.00    0.00   91080/7933696     NSEOF::Stencils::MovingWallVelocityStencil::applyFrontWall(NSEOF::FlowField&, int, int, int) [22]
                0.00    0.00   91080/7933696     NSEOF::Stencils::MovingWallVelocityStencil::applyBackWall(NSEOF::FlowField&, int, int, int) [21]
                0.00    0.00  109296/7933696     NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int, int) [19]
                0.00    0.00  277100/7933696     NSEOF::Stencils::MaxUStencil::cellMaxValue(NSEOF::FlowField&, int, int, int) [17]
                0.00    0.00  560000/7933696     NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int, int) [18]
                0.00    0.00  969408/7933696     NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [11]
                0.00    0.00 1036728/7933696     NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int, int) [14]
                0.01    0.00 4535124/7933696     NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
[6]     16.7    0.02    0.00 7933696         NSEOF::VectorField::getVector(int, int, int) [6]
-----------------------------------------------
                                                 <spontaneous>
[7]     16.0    0.00    0.02                 NSEOF::Simulation::plotVTK(int) [7]
                0.00    0.02      70/411         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
                0.00    0.00      70/70          NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&) [75]
                0.00    0.00      70/70          NSEOF::Stencils::VTKStencil::write(int) [74]
-----------------------------------------------
                0.01    0.00  140000/140000      NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
[8]      9.5    0.01    0.00  140000         NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int, int) [8]
                0.00    0.00  140000/140000      NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int, int) [18]
                0.00    0.00     840/840         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [64]
                0.00    0.00     840/840         void std::vector<double*, std::allocator<double*> >::_M_realloc_insert<double* const&>(__gnu_cxx::__normal_iterator<double**, std::vector<double*, std::allocator<double*> > >, double* const&) [63]
                0.00    0.00      70/70          NSEOF::Stencils::VTKStencil::setFirstCorner_(int, int, int) [72]
-----------------------------------------------
                0.00    0.00    1116/793480      NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int, int) [31]
                0.00    0.00  136000/793480      NSEOF::Solvers::computeRHS3D(_p_KSP*, _p_Vec*, void*) [16]
                0.00    0.00  138000/793480      NSEOF::Solvers::computeMatrix3D(_p_KSP*, _p_Mat*, _p_Mat*, void*) [15]
                0.00    0.00  172788/793480      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
                0.00    0.00  172788/793480      NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int, int) [13]
                0.00    0.00  172788/793480      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [11]
[9]      8.3    0.01    0.00  793480         NSEOF::IntScalarField::getValue(int, int, int) [9]
-----------------------------------------------
                0.01    0.00  161568/161568      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int, int) [3]
[10]     8.3    0.01    0.00  161568         NSEOF::Stencils::computeH3D(double const*, double const*, NSEOF::Parameters const&, double) [10]
-----------------------------------------------
                0.00    0.01  172788/172788      NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [1]
[11]     4.4    0.00    0.01  172788         NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int, int) [11]
                0.00    0.00  969408/7933696     NSEOF::VectorField::getVector(int, int, int) [6]
                0.00    0.00  172788/793480      NSEOF::IntScalarField::getValue(int, int, int) [9]
                0.00    0.00  172788/5466908     NSEOF::FlowField::getVelocity() [5]
                0.00    0.00  969408/969476      NSEOF::FlowField::getPressure() [45]
                0.00    0.00  969408/1628180     NSEOF::ScalarField::getScalar(int, int, int) [44]
                0.00    0.00  484704/1767660     NSEOF::FlowField::getFGH() [43]
                0.00    0.00  323136/5720414     NSEOF::UniformMeshsize::getDx(int, int, int) const [40]
                0.00    0.00  323136/5594896     NSEOF::UniformMeshsize::getDy(int, int, int) const [41]
