Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.01     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryFGHStencil::~PeriodicBoundaryFGHStencil()
  0.00      0.01     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::NeumannVelocityBoundaryStencil(NSEOF::Parameters const&)
  0.00      0.01     0.00        1     0.00     0.00  NSEOF::Stencils::NeumannVelocityBoundaryStencil::~NeumannVelocityBoundaryStencil()
  0.00      0.01     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::PeriodicBoundaryVelocityStencil(NSEOF::Parameters const&)
  0.00      0.01     0.00        1     0.00     0.00  NSEOF::Stencils::PeriodicBoundaryVelocityStencil::~PeriodicBoundaryVelocityStencil()
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLComment::~XMLComment()
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(_IO_FILE*)
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLDocument::LoadFile(char const*)
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace)
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLDocument::~XMLDocument()
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::ParseDeep(char*, tinyxml2::StrPair*)
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLDeclaration::~XMLDeclaration()
  0.00      0.01     0.00        1     0.00     0.00  tinyxml2::XMLNode::ParseDeep(char*, tinyxml2::StrPair*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2021 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 100.00% of 0.01 seconds

index % time    self  children    called     name
                0.01    0.00   18711/18711       NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
[1]    100.0    0.01    0.00   18711         NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [1]
                0.00    0.00  187110/433399      NSEOF::VectorField::getVector(int, int, int) [15]
                0.00    0.00  168399/248896      NSEOF::FlowField::getVelocity() [18]
                0.00    0.00  168399/299067      NSEOF::UniformMeshsize::getDx(int, int) const [17]
                0.00    0.00  168399/302659      NSEOF::UniformMeshsize::getDy(int, int) const [16]
                0.00    0.00   18711/134703      NSEOF::FlowField::getFGH() [20]
-----------------------------------------------
                0.00    0.00       1/489         NSEOF::Simulation::initializeFlowField() [6]
                0.00    0.00      81/489         NSEOF::Simulation::setTimeStep() [5]
                0.00    0.00      83/489         NSEOF::Simulation::plotVTK(int) [4]
                0.00    0.01     324/489         NSEOF::Simulation::solveTimestep() [3]
[2]    100.0    0.00    0.01     489         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.01    0.00   18711/18711       NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [1]
                0.00    0.00   18711/18711       NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int) [28]
                0.00    0.00   18711/18711       NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [29]
                0.00    0.00   18711/18711       NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [26]
                0.00    0.00   18711/18711       NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [27]
                0.00    0.00   16600/16600       NSEOF::Stencils::VTKStencil::apply(NSEOF::FlowField&, int, int) [30]
                0.00    0.00     489/12444       NSEOF::FlowField::getCellsX() const [33]
                0.00    0.00     489/489         NSEOF::FlowField::getCellsZ() const [50]
                0.00    0.00     489/14884       NSEOF::FlowField::getCellsY() const [32]
                0.00    0.00     264/264         NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int) [53]
-----------------------------------------------
                                                 <spontaneous>
[3]     82.8    0.00    0.01                 NSEOF::Simulation::solveTimestep() [3]
                0.00    0.01     324/489         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00      81/81          NSEOF::Simulation::setTimeStep() [5]
                0.00    0.00      81/163         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [56]
                0.00    0.00      81/81          NSEOF::Solvers::PetscSolver::solve() [65]
-----------------------------------------------
                                                 <spontaneous>
[4]     17.0    0.00    0.00                 NSEOF::Simulation::plotVTK(int) [4]
                0.00    0.00      83/489         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00      83/83          NSEOF::Stencils::VTKStencil::VTKStencil(NSEOF::Parameters const&) [62]
                0.00    0.00      83/83          NSEOF::Stencils::VTKStencil::write(int) [61]
-----------------------------------------------
                0.00    0.00      81/81          NSEOF::Simulation::solveTimestep() [3]
[5]     16.6    0.00    0.00      81         NSEOF::Simulation::setTimeStep() [5]
                0.00    0.00      81/489         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00     243/243         NSEOF::Stencils::MaxUStencil::getMaxValues() const [54]
                0.00    0.00     162/162         NSEOF::UniformMeshsize::getDxMin() const [57]
                0.00    0.00     162/162         NSEOF::UniformMeshsize::getDyMin() const [58]
                0.00    0.00      81/81          NSEOF::Stencils::MaxUStencil::reset() [66]
                0.00    0.00      81/163         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [56]
-----------------------------------------------
                                                 <spontaneous>
[6]      0.2    0.00    0.00                 NSEOF::Simulation::initializeFlowField() [6]
                0.00    0.00       1/489         NSEOF::FieldIterator<NSEOF::FlowField>::iterate() [2]
                0.00    0.00       1/1           NSEOF::Stencils::BFStepInitStencil::BFStepInitStencil(NSEOF::Parameters const&) [114]
                0.00    0.00       1/163         NSEOF::GlobalBoundaryIterator<NSEOF::FlowField>::iterate() [56]
-----------------------------------------------
[7]      0.0    0.00    0.00      18+79      <cycle 1 as a whole> [7]
                0.00    0.00      50             tinyxml2::XMLNode::DeleteChildren() <cycle 1> [67]
                0.00    0.00      41             tinyxml2::XMLNode::~XMLNode() <cycle 1> [71]
                0.00    0.00       4             tinyxml2::XMLText::~XMLText() <cycle 1> [87]
                0.00    0.00       1             tinyxml2::XMLDeclaration::~XMLDeclaration() <cycle 1> [135]
                0.00    0.00       1             tinyxml2::XMLComment::~XMLComment() <cycle 1> [129]
-----------------------------------------------
                0.00    0.00     972/433399      NSEOF::Stencils::MovingWallFGHStencil::applyBottomWall(NSEOF::FlowField&, int, int) [47]
                0.00    0.00     972/433399      NSEOF::Stencils::MovingWallFGHStencil::applyTopWall(NSEOF::FlowField&, int, int) [46]
                0.00    0.00    1053/433399      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [42]
                0.00    0.00    1053/433399      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int) [43]
                0.00    0.00    1782/433399      NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int) [39]
                0.00    0.00    1863/433399      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyLeftWall(NSEOF::FlowField&, int, int) [35]
                0.00    0.00    1863/433399      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyRightWall(NSEOF::FlowField&, int, int) [36]
                0.00    0.00    2952/433399      NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int) [45]
                0.00    0.00    2952/433399      NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int) [44]
                0.00    0.00    5412/433399      NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int) [37]
                0.00    0.00    7216/433399      NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int) [38]
                0.00    0.00   18711/433399      NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [27]
                0.00    0.00   49800/433399      NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int) [31]
                0.00    0.00   74844/433399      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [26]
                0.00    0.00   74844/433399      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [29]
                0.00    0.00  187110/433399      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [1]
[15]     0.0    0.00    0.00  433399         NSEOF::VectorField::getVector(int, int, int) [15]
-----------------------------------------------
                0.00    0.00       6/302659      NSEOF::Stencils::BFInputVelocityStencil::BFInputVelocityStencil(NSEOF::Parameters const&) [117]
                0.00    0.00     792/302659      NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int) [53]
                0.00    0.00    1053/302659      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [42]
                0.00    0.00    1053/302659      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int) [43]
                0.00    0.00    1782/302659      NSEOF::Stencils::BFInputFGHStencil::applyLeftWall(NSEOF::FlowField&, int, int) [39]
                0.00    0.00    1804/302659      NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int) [37]
                0.00    0.00    1863/302659      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyLeftWall(NSEOF::FlowField&, int, int) [35]
                0.00    0.00    1863/302659      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyRightWall(NSEOF::FlowField&, int, int) [36]
                0.00    0.00   18711/302659      NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [27]
                0.00    0.00   18711/302659      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [26]
                0.00    0.00   37422/302659      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [29]
                0.00    0.00   49200/302659      NSEOF::Solvers::computeMatrix2D(_p_KSP*, _p_Mat*, _p_Mat*, void*) [287]
                0.00    0.00  168399/302659      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [1]
[16]     0.0    0.00    0.00  302659         NSEOF::UniformMeshsize::getDy(int, int) const [16]
-----------------------------------------------
                0.00    0.00     792/299067      NSEOF::Stencils::BFStepInitStencil::apply(NSEOF::FlowField&, int, int) [53]
                0.00    0.00    1053/299067      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [42]
                0.00    0.00    1053/299067      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int) [43]
                0.00    0.00    1863/299067      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyLeftWall(NSEOF::FlowField&, int, int) [35]
                0.00    0.00    1863/299067      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyRightWall(NSEOF::FlowField&, int, int) [36]
                0.00    0.00   18711/299067      NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [27]
                0.00    0.00   18711/299067      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [26]
                0.00    0.00   37422/299067      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [29]
                0.00    0.00   49200/299067      NSEOF::Solvers::computeMatrix2D(_p_KSP*, _p_Mat*, _p_Mat*, void*) [287]
                0.00    0.00  168399/299067      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [1]
[17]     0.0    0.00    0.00  299067         NSEOF::UniformMeshsize::getDx(int, int) const [17]
-----------------------------------------------
                0.00    0.00    1053/248896      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [42]
                0.00    0.00    1053/248896      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyBottomWall(NSEOF::FlowField&, int, int) [43]
                0.00    0.00    1863/248896      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyLeftWall(NSEOF::FlowField&, int, int) [35]
                0.00    0.00    1863/248896      non-virtual thunk to NSEOF::Stencils::MaxUStencil::applyRightWall(NSEOF::FlowField&, int, int) [36]
                0.00    0.00    2952/248896      NSEOF::Stencils::MovingWallVelocityStencil::applyBottomWall(NSEOF::FlowField&, int, int) [45]
                0.00    0.00    2952/248896      NSEOF::Stencils::MovingWallVelocityStencil::applyTopWall(NSEOF::FlowField&, int, int) [44]
                0.00    0.00    5412/248896      NSEOF::Stencils::BFInputVelocityStencil::applyLeftWall(NSEOF::FlowField&, int, int) [37]
                0.00    0.00    7216/248896      NSEOF::Stencils::NeumannVelocityBoundaryStencil::applyRightWall(NSEOF::FlowField&, int, int) [38]
                0.00    0.00   18711/248896      NSEOF::Stencils::MaxUStencil::applyTopWall(NSEOF::FlowField&, int, int) [27]
                0.00    0.00   18711/248896      NSEOF::Stencils::ObstacleStencil::apply(NSEOF::FlowField&, int, int) [28]
                0.00    0.00   18711/248896      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [29]
                0.00    0.00  168399/248896      NSEOF::Stencils::FGHStencil::apply(NSEOF::FlowField&, int, int) [1]
[18]     0.0    0.00    0.00  248896         NSEOF::FlowField::getVelocity() [18]
-----------------------------------------------
                0.00    0.00   16200/147739      NSEOF::Solvers::computeRHS2D(_p_KSP*, _p_Vec*, void*) [285]
                0.00    0.00   16600/147739      NSEOF::FlowField::getPressureAndVelocity(double&, double*, int, int) [31]
                0.00    0.00   18711/147739      NSEOF::Stencils::RHSStencil::apply(NSEOF::FlowField&, int, int) [26]
                0.00    0.00   21384/147739      NSEOF::Solvers::PetscSolver::solve() [65]
                0.00    0.00   74844/147739      NSEOF::Stencils::VelocityStencil::apply(NSEOF::FlowField&, int, int) [29]
[19]     0.0    0.00    0.00  147739         NSEOF::ScalarField::getScalar(int, int, int) [19]
-----------------------------------------------
